599,45.879,49.91,48.938,48.596,51.683
574,30.485,37.158,32.243,29.037,27.066
770,36.944,44.617,39.356,35.886,33.776
759,45.165,44.586,44.002,43.894,47.343
782,39.901,48.323,42.802,39.135,36.921
405,10.085,20.054,17.457,15.995,14.979
298,15.956,17.645,14.458,12.458,11.183
807,167.524,66.934,65.306,64.56,62.851
706,19.458,25.724,20.95,17.754,15.842
306,17.803,19.586,16.367,14.342,13.054
520,9.893,9.91,9.79,9.727,9.692
556,10.237,10.254,10.135,10.072,10.037
809,15.325,44.117,41.478,39.951,38.952
870,59.829,67.629,64.626,60.198,57.579
519,19.33,1.056,44.909,21.533,18.987
302,16.902,18.685,15.466,13.441,12.153
837,15.987,51.047,48.397,46.843,45.847
679,17.278,-6.511,49.559,19.791,17.146
538,19.893,25.441,20.916,17.905,16.092
459,40.806,38.639,55.057,45.023,41.273
